Satisfaction Score,Churn Score,Tenure in Months,Monthly Charge,Total Long Distance Charges,Number of Referrals,CLTV,Age,Dependents,Internet Service,Gender,Churn
3,69,3,29.65,0.0,0,5880,44,1,1,Female,0
3,52,67,102.9,3261.56,9,5869,72,0,1,Male,0
4,79,57,79.75,518.7,0,5371,72,0,1,Male,0
3,54,1,35.0,0.0,9,4099,33,0,1,Female,0
5,70,12,49.05,537.36,0,4244,58,0,1,Male,0
3,74,13,45.55,0.0,0,4856,52,0,1,Male,1
4,25,72,109.65,496.08,2,6181,20,0,1,Male,0
4,70,3,25.0,0.0,1,2730,46,0,1,Male,0
3,22,57,55.7,882.36,6,4607,31,0,1,Male,0
2,68,54,101.5,1808.46,0,6405,75,0,1,Female,1
2,96,12,100.15,366.48,0,3682,24,0,1,Female,1
4,65,35,62.1,75.25,0,5315,61,0,1,Female,0
3,68,68,44.8,0.0,1,4112,39,1,1,Male,0
3,39,70,25.15,85.4,0,5114,28,1,0,Male,0
5,66,19,96.8,202.92,9,3249,58,0,1,Female,0
3,20,10,85.95,65.0,0,4922,20,1,1,Female,0
2,84,7,73.75,226.8,0,5638,78,0,1,Male,1
5,20,70,98.9,587.3,0,5980,25,0,1,Female,0
3,69,14,69.65,518.14,0,5351,52,0,1,Female,0
4,49,27,45.85,0.0,3,2068,25,0,1,Male,0
3,45,52,95.65,464.88,1,4465,27,0,1,Male,0
5,30,71,86.4,479.25,0,4069,53,0,1,Male,0
3,43,71,84.8,2390.57,9,5952,40,1,1,Male,0
1,81,3,100.95,35.82,0,5351,32,0,1,Male,1
1,80,7,84.55,150.01,1,5245,75,0,1,Female,1
3,37,1,55.3,36.69,8,2849,27,0,1,Female,0
1,67,21,104.4,808.92,1,5570,22,0,1,Female,1
4,23,38,69.0,1220.18,2,4487,34,0,1,Male,0
3,26,67,25.1,984.23,0,6388,73,0,0,Male,0
3,59,35,69.0,1608.95,6,5283,50,0,1,Male,0
5,75,22,78.85,667.7,0,2444,56,0,1,Male,0
5,63,69,109.95,1270.29,1,4297,71,0,1,Male,0
3,38,68,95.1,631.72,3,5748,31,1,1,Male,0
4,67,9,20.4,412.47,0,4195,34,1,0,Male,0
5,20,11,79.15,295.24,0,3355,80,0,1,Male,0
5,44,53,91.15,2235.54,2,6439,21,0,1,Female,0
5,29,20,68.9,455.0,0,3265,44,0,1,Female,0
4,76,12,19.45,429.72,0,4862,27,0,0,Female,0
3,40,36,53.1,0.0,0,2751,46,0,1,Female,0
2,85,2,80.2,99.58,0,4381,51,0,1,Female,1
3,37,4,83.25,57.36,10,5251,73,0,1,Female,0
5,25,59,79.2,361.67,0,5400,71,0,1,Female,0
3,68,72,92.0,3269.52,0,4200,55,0,1,Male,0
1,77,17,80.85,282.37,1,5174,41,0,1,Male,1
3,66,66,61.15,1410.42,0,5133,25,0,1,Female,0
5,78,31,79.2,792.67,0,4984,61,0,1,Female,0
3,40,47,65.0,1680.25,0,3286,38,0,1,Female,0
4,45,13,20.3,286.13,0,5332,27,0,0,Female,0
5,40,60,105.9,2202.6,1,5084,71,0,1,Female,0
4,56,69,99.5,262.89,10,4237,50,0,1,Male,0
5,25,65,107.65,1799.85,1,4193,25,0,1,Female,0
4,34,65,19.9,1174.55,2,6312,30,0,0,Male,0
4,77,66,92.15,1298.88,0,4928,49,0,1,Female,0
1,71,6,90.1,6.9,0,5656,53,0,1,Female,1
5,35,27,83.85,92.61,5,5907,76,0,1,Female,0
1,94,40,79.2,1794.4,0,3207,65,0,1,Female,1
4,39,19,65.35,794.01,0,2051,61,0,1,Male,0
1,71,30,94.4,865.5,1,2792,52,0,1,Male,1
5,27,3,30.75,0.0,7,4133,75,0,1,Female,0
1,80,24,104.25,1194.24,3,2104,70,0,1,Male,1
4,67,17,44.6,221.34,0,2130,27,0,1,Male,0
4,62,1,53.55,16.06,6,4504,21,0,1,Female,0
4,53,55,20.0,1721.5,4,4277,31,1,0,Female,0
4,59,1,49.5,16.99,0,5262,56,0,1,Female,0
2,86,2,44.15,87.32,0,5655,78,0,1,Male,1
3,21,65,85.75,629.2,10,4978,78,1,1,Male,0
4,56,3,82.3,134.91,0,5755,61,0,1,Male,0
3,46,66,103.1,2847.24,0,6183,33,0,1,Female,0
1,66,3,70.3,80.13,1,3038,31,0,1,Male,1
1,90,72,109.25,2241.36,1,4261,57,0,1,Female,1
5,57,70,104.8,2764.3,3,5291,66,0,1,Male,0
4,48,1,44.55,41.1,1,3408,48,1,1,Male,0
3,70,12,21.05,232.56,0,4001,19,1,0,Male,0
3,70,29,26.1,155.15,8,2828,62,1,0,Female,0
1,71,8,94.0,191.12,0,2632,59,0,1,Male,1
4,55,51,69.15,2333.76,1,5187,63,0,1,Female,0
3,35,44,59.85,774.84,1,5981,39,0,1,Male,0
4,47,18,56.25,608.4,0,2277,47,0,1,Male,0
4,66,52,21.0,1471.6,0,4158,62,0,0,Male,0
4,64,68,89.95,1928.48,5,5672,30,0,1,Female,0
3,92,1,19.75,11.91,0,2611,43,1,0,Male,1
1,93,10,98.55,275.7,0,3658,51,0,1,Male,1
2,74,67,104.1,548.06,4,4857,61,0,1,Male,1
3,59,51,75.2,509.49,10,4708,39,0,1,Male,0
3,46,61,49.7,2613.85,2,4577,34,1,1,Female,0
2,79,1,89.1,16.06,0,2905,44,0,1,Male,1
3,59,15,25.25,443.25,1,4667,21,1,0,Female,0
3,37,43,92.55,1182.07,3,3853,59,1,1,Female,0
3,57,58,107.75,2708.6,0,5121,51,0,1,Female,0
4,74,1,70.1,1.15,0,2475,53,0,1,Female,0
4,33,2,56.55,63.48,0,2069,68,0,1,Female,0
4,49,51,25.0,158.61,0,5896,67,0,0,Male,0
4,25,67,75.1,315.57,10,4931,23,0,1,Female,0
3,46,2,69.95,58.2,6,5010,48,1,1,Male,0
4,60,66,68.75,1354.32,0,5454,64,0,1,Male,0
1,89,57,112.95,2785.02,0,4738,38,0,1,Female,1
4,24,70,114.3,1517.6,10,4280,23,0,1,Male,0
5,74,10,20.15,186.2,1,2836,51,1,0,Female,0
5,44,10,65.5,258.9,1,3137,59,1,1,Female,0
1,79,1,84.65,22.3,0,4261,25,0,1,Male,1
2,71,3,105.9,123.9,1,2715,71,0,1,Male,1
3,31,71,73.5,2441.69,7,5431,34,0,1,Male,0
2,82,18,33.5,0.0,0,5474,59,0,1,Male,1
2,75,1,78.95,23.96,0,2038,62,0,1,Male,1
4,39,68,79.6,3260.6,7,5601,38,0,1,Female,0
4,44,27,19.55,1193.13,1,4430,53,0,0,Male,0
3,23,43,75.2,1289.14,10,3976,30,1,1,Female,0
2,90,42,50.25,453.18,2,4873,30,0,1,Female,1
4,38,10,19.3,454.2,0,4190,25,0,0,Female,0
4,20,68,79.6,1260.04,0,5210,50,0,1,Male,0
5,27,1,33.6,0.0,0,4369,44,1,1,Male,0
2,87,59,101.1,544.57,4,4160,21,0,1,Female,1
3,62,45,20.35,1756.35,3,4210,24,1,0,Male,0
4,54,58,24.7,2778.2,0,5138,23,0,0,Female,0
3,64,61,33.6,0.0,3,6495,24,1,1,Male,0
3,21,72,25.7,610.56,9,5079,70,0,0,Female,0
3,77,29,75.35,107.01,0,4422,30,0,1,Male,0
3,26,65,82.5,308.75,0,5314,23,1,1,Female,0
1,77,27,101.25,1237.14,1,4853,72,0,1,Female,1
4,63,71,19.45,802.3,6,5497,21,1,0,Male,0
2,91,4,101.7,104.64,0,2777,28,0,1,Male,1
4,52,63,74.5,2656.71,9,6382,22,1,1,Male,0
3,44,60,89.45,1480.8,6,4340,70,0,1,Female,0
4,22,8,19.7,177.2,0,5498,28,0,0,Male,0
3,74,31,86.55,1034.78,0,4198,44,0,1,Female,1
4,58,1,48.75,26.26,10,5068,32,1,1,Male,0
3,70,63,79.85,807.66,0,4595,36,0,1,Female,0
3,48,22,75.0,854.04,1,4040,50,1,1,Male,0
5,35,47,20.05,67.68,1,3260,52,1,0,Female,0
2,66,33,83.35,669.57,0,5456,51,0,1,Female,1
5,64,40,74.55,554.4,5,3718,32,1,1,Male,0
3,29,72,114.65,330.48,1,5408,73,0,1,Female,0
3,55,9,69.4,150.93,0,5108,23,1,1,Female,0
3,39,69,59.75,3408.6,4,4665,32,1,1,Male,0
5,51,1,19.85,16.47,0,4905,47,0,0,Female,0
4,31,6,25.1,283.74,4,5161,37,0,0,Male,0
1,67,4,78.45,168.24,0,5048,28,0,1,Male,1
3,35,31,50.05,0.0,0,4529,35,0,1,Male,0
5,80,4,20.5,178.92,8,3233,52,0,0,Female,0
3,65,1,24.45,0.0,0,2121,44,0,1,Male,1
5,70,46,94.15,1526.28,0,3924,55,0,1,Female,0
1,84,41,102.6,1846.23,1,2098,36,0,1,Male,1
4,77,62,74.3,2376.46,0,5974,56,0,1,Male,0
2,65,11,100.75,535.04,0,2229,45,0,1,Female,1
1,76,23,99.25,441.6,1,5338,33,0,1,Male,1
3,35,38,69.5,1331.52,0,4591,63,0,1,Male,0
3,64,72,24.45,1480.32,4,5335,36,1,0,Female,0
1,74,25,100.25,906.0,0,2195,59,0,1,Female,1
4,59,69,19.95,495.42,0,4328,24,0,0,Male,0
3,39,38,69.95,1064.0,0,5858,51,0,1,Male,0
4,39,4,44.8,175.08,0,5565,28,0,1,Male,0
3,71,12,19.7,224.52,0,5715,43,0,0,Female,0
3,62,41,86.2,542.43,3,5325,53,0,1,Female,0
1,69,7,79.3,134.47,0,3830,54,0,1,Female,1
3,30,59,51.7,0.0,0,6107,43,0,1,Male,0
5,77,41,89.2,1715.85,0,3259,35,0,1,Male,0
5,79,14,82.65,637.98,8,4965,37,0,1,Male,0
3,27,50,39.45,0.0,10,6018,44,1,1,Male,0
4,29,72,77.35,2424.96,4,6202,73,0,1,Male,0
3,41,71,95.15,2451.63,3,5647,35,1,1,Female,0
3,60,35,81.6,145.6,2,2300,76,0,1,Male,0
3,53,72,109.55,3182.4,9,6452,34,0,1,Female,0
3,28,53,111.8,2216.46,3,5713,29,0,1,Female,0
5,50,62,97.95,707.42,5,5428,65,0,1,Female,0
1,88,34,94.25,97.92,1,3369,75,0,1,Female,1
3,83,1,54.75,13.01,0,2614,44,0,1,Female,1
3,72,34,100.05,785.06,2,2568,22,0,1,Male,1
1,87,1,79.35,13.13,0,2483,32,1,1,Female,1
3,91,44,88.4,1083.28,1,2674,68,0,1,Male,1
4,21,72,108.95,1530.72,0,5758,28,0,1,Male,0
5,49,22,85.35,884.18,7,2656,71,1,1,Female,0
4,64,8,76.15,298.24,0,4457,32,1,1,Male,0
4,72,68,25.4,1298.12,10,5668,50,1,0,Male,0
5,70,57,95.0,2404.26,3,6245,35,1,1,Female,0
5,44,55,90.4,1240.8,10,4603,38,1,1,Male,0
3,69,58,55.5,0.0,1,4080,58,0,1,Female,0
1,66,8,71.15,385.12,0,2662,53,0,1,Female,1
1,90,1,69.9,4.99,0,2100,49,0,1,Male,1
4,69,19,20.5,673.55,0,4855,29,1,0,Female,0
1,92,4,46.0,168.52,1,4797,68,1,1,Female,1
5,26,71,95.75,1935.46,9,4865,58,1,1,Female,0
5,67,21,86.55,468.3,0,5318,71,0,1,Male,0
4,26,4,19.95,114.2,1,2951,30,1,0,Female,0
4,73,52,64.3,219.44,0,4405,36,0,1,Female,0
5,75,1,44.95,13.63,0,3256,61,0,1,Male,0
3,96,14,90.45,158.34,0,4777,74,0,1,Male,1
5,77,41,109.1,836.81,3,4854,28,1,1,Female,0
1,82,5,74.35,228.8,4,5273,72,0,1,Female,1
4,59,29,19.85,165.01,0,2712,46,0,0,Female,0
4,52,69,112.55,235.29,9,5532,29,0,1,Male,0
3,78,13,80.0,437.97,0,5577,59,0,1,Female,0
4,80,71,95.5,87.33,2,6412,75,0,1,Male,0
2,78,8,25.5,0.0,0,5578,40,0,1,Male,1
4,45,71,104.1,311.69,8,4695,19,0,1,Female,0
4,70,70,72.95,2700.6,4,6466,50,0,1,Male,0
1,91,2,44.65,49.8,0,4655,46,0,1,Male,1
3,49,55,44.85,0.0,0,5829,77,0,1,Male,0
3,61,40,81.2,140.8,4,5370,55,1,1,Male,0
4,47,58,24.5,2114.1,9,4455,44,0,0,Female,0
4,68,44,54.05,0.0,1,4896,19,1,1,Male,0
3,54,27,78.2,1320.57,0,2297,20,0,1,Female,0
5,38,26,49.5,424.84,0,4196,53,1,1,Female,0
3,69,70,25.35,732.2,6,6059,63,1,0,Male,0
4,33,69,110.5,1650.48,0,4803,30,0,1,Female,0
5,47,54,72.1,2453.22,0,4277,68,0,1,Female,0
4,75,63,83.5,847.35,1,4652,19,0,1,Male,0
3,90,2,95.1,25.92,0,4486,76,0,1,Male,1
4,45,26,45.8,0.0,0,3287,51,1,1,Female,0
5,69,70,20.35,2224.6,2,5748,38,1,0,Male,0
4,51,65,25.3,2211.95,9,4533,25,1,0,Female,0
4,26,61,19.45,1580.51,0,4559,24,0,0,Female,0
1,76,3,74.4,43.8,0,4415,21,1,1,Male,1
3,62,58,75.8,166.46,1,4292,28,1,1,Female,0
4,64,12,30.25,0.0,4,5988,48,1,1,Female,0
5,32,71,105.15,742.66,4,5707,37,0,1,Female,0
2,94,22,69.5,770.88,1,5922,22,0,1,Female,1
1,66,5,69.7,63.0,0,2454,56,1,1,Male,1
1,80,11,19.95,324.94,1,5888,79,0,0,Male,1
1,68,19,95.9,622.63,0,2851,65,0,1,Male,1
4,38,8,20.2,42.16,0,5066,26,0,0,Female,0
3,65,15,79.75,642.45,0,2813,42,0,1,Female,1
3,63,52,102.7,2305.68,0,4044,30,0,1,Female,0
3,72,72,106.1,840.24,1,6283,40,1,1,Male,0
1,80,1,79.05,31.34,0,3555,24,0,1,Male,1
4,62,37,90.0,577.2,8,4048,66,0,1,Female,0
5,27,1,81.05,36.32,1,4396,19,1,1,Male,0
1,67,1,25.2,0.0,0,5688,74,0,1,Female,1
5,45,23,20.75,1054.09,2,3418,69,0,0,Male,0
4,48,13,45.3,0.0,5,4118,68,0,1,Female,0
3,33,10,95.1,456.9,0,5787,32,0,1,Male,0
5,41,46,98.85,193.2,6,2641,74,0,1,Male,0
4,68,51,93.65,112.71,7,4163,76,0,1,Male,0
4,23,27,59.45,916.38,0,4818,55,0,1,Male,0
3,40,67,69.35,2426.07,6,5589,39,1,1,Male,0
3,37,49,49.8,81.83,4,4306,74,0,1,Male,0
3,73,53,19.4,1341.96,8,4497,38,1,0,Male,0
4,65,2,79.45,57.22,0,2657,20,0,1,Male,0
4,45,72,64.45,0.0,0,5265,53,0,1,Female,0
1,85,5,46.0,119.45,0,4846,56,1,1,Female,1
5,80,60,60.8,0.0,5,5784,19,0,1,Female,0
4,23,5,55.8,124.15,0,5104,42,0,1,Female,0
4,73,51,19.4,1919.13,3,4025,38,1,0,Male,0
4,27,20,19.6,582.4,0,5909,46,0,0,Male,0
5,46,1,20.3,29.19,0,5203,22,0,0,Male,0
4,80,1,19.9,2.38,0,4050,55,0,0,Female,0
5,61,42,20.25,1921.5,10,5940,49,0,0,Male,0
4,64,55,19.5,1992.65,5,5067,43,1,0,Male,0
1,67,3,76.05,90.75,0,2930,71,0,1,Male,1
3,56,7,29.8,0.0,0,4236,33,1,1,Female,0
4,51,72,94.25,793.44,8,6295,39,0,1,Female,0
1,73,67,90.6,2060.25,1,4394,31,0,1,Male,1
4,79,46,94.65,465.98,1,4120,44,0,1,Male,0
3,31,1,19.55,5.1,0,5750,21,0,0,Female,0
4,50,48,79.65,429.12,5,3246,44,1,1,Female,0
2,69,55,98.8,491.15,0,5543,73,0,1,Male,1
5,38,66,90.55,773.52,6,4958,43,0,1,Female,0
3,26,50,80.05,2459.0,6,5823,50,1,1,Female,0
4,76,57,55.0,0.0,0,4622,65,0,1,Female,0
4,46,26,56.05,929.5,0,3079,30,0,1,Female,0
5,60,38,78.95,519.46,2,2125,56,1,1,Male,0
4,23,10,20.05,138.3,7,2049,55,1,0,Male,0
4,78,2,60.95,29.76,0,3172,54,1,1,Male,0
4,41,50,54.9,516.5,4,4322,46,0,1,Male,0
3,71,63,99.9,527.94,0,4776,22,0,1,Female,1
3,62,10,64.9,374.5,0,4883,54,0,1,Female,0
2,76,1,44.9,41.78,0,2632,30,0,1,Female,1
2,91,1,71.1,10.19,0,5824,41,0,1,Female,1
5,49,18,50.0,311.94,0,4952,30,0,1,Female,0
2,82,9,24.1,0.0,1,3195,53,0,1,Male,1
5,56,1,20.35,31.97,0,2648,50,0,0,Male,0
3,26,28,85.45,89.04,6,4022,64,1,1,Male,0
5,67,8,19.6,107.44,1,3214,54,1,0,Male,0
5,30,63,104.75,3071.25,0,5882,52,0,1,Male,0
3,79,16,19.6,749.76,1,4298,48,0,0,Female,0
4,29,23,75.0,552.92,0,2221,37,0,1,Female,0
2,84,1,20.5,19.85,0,3731,22,0,0,Male,1
4,27,40,80.75,1353.2,0,2047,41,0,1,Female,0
4,63,46,79.2,2154.18,0,2007,56,0,1,Female,0
5,76,9,79.55,223.65,0,5811,73,0,1,Male,0
3,70,59,89.75,1508.63,0,5170,80,0,1,Female,0
5,48,1,19.95,38.84,0,2732,58,0,0,Female,0
4,66,27,53.8,1119.96,1,2563,32,0,1,Male,0
3,40,34,67.65,705.5,0,4263,22,0,1,Female,0
2,71,9,80.85,390.06,0,5242,79,0,1,Female,1
1,90,4,60.4,72.12,0,5730,28,0,1,Female,1
3,20,1,19.85,47.46,5,2618,55,1,0,Male,0
3,64,65,92.7,1764.1,3,5205,71,0,1,Male,0
4,56,2,64.2,8.82,2,4369,38,0,1,Male,0
3,94,2,19.3,31.58,0,2279,56,0,0,Male,1
3,47,6,87.95,260.22,0,2684,37,0,1,Male,0
3,22,10,49.55,261.7,6,2392,53,0,1,Male,0
5,20,31,59.7,950.77,6,2425,21,1,1,Male,0
5,21,45,103.65,1113.75,0,2183,51,0,1,Male,0
5,66,48,97.05,2286.72,4,5893,29,0,1,Female,0
4,25,70,111.95,3119.9,0,4182,60,0,1,Female,0
5,43,51,98.85,2433.72,1,6034,34,0,1,Female,0
3,29,3,19.6,125.7,5,2941,28,0,0,Female,0
3,83,2,104.4,23.02,1,4690,26,1,1,Female,1
4,78,69,73.7,540.96,10,4268,59,1,1,Female,0
5,34,68,84.4,1695.92,3,5045,44,1,1,Female,0
2,87,7,81.1,81.06,1,3238,35,0,1,Female,1
4,25,14,70.2,322.0,0,5819,60,1,1,Female,0
4,80,1,19.55,40.63,0,3968,57,0,0,Female,0
3,46,31,89.3,643.56,1,2132,37,1,1,Male,0
4,41,70,108.15,403.9,4,5192,27,0,1,Female,0
4,72,24,79.65,1078.32,2,3816,24,0,1,Female,0
3,53,41,94.9,1770.79,2,3539,25,1,1,Female,0
1,68,31,104.2,115.63,4,5000,51,0,1,Female,1
3,29,29,39.5,0.0,0,5103,47,0,1,Female,0
5,49,29,24.85,0.0,0,4161,19,0,1,Male,0
3,75,11,70.5,523.71,0,5541,38,0,1,Female,0
3,76,2,90.4,21.06,0,4157,47,0,1,Female,1
3,84,28,104.8,136.92,0,5003,23,1,1,Female,1
1,88,13,54.45,0.0,1,5212,28,0,1,Male,1
3,65,1,69.95,13.04,0,5341,29,0,1,Female,1
3,31,57,100.75,212.04,5,6354,39,0,1,Female,0
4,46,4,65.55,53.24,0,5707,22,0,1,Male,0
3,70,11,97.85,303.27,0,5674,48,1,1,Female,1
5,57,6,20.4,248.16,1,4628,54,1,0,Male,0
5,34,3,54.65,100.59,0,2168,64,0,1,Male,0
2,65,34,106.35,737.46,0,2941,51,1,1,Male,1
4,54,36,31.05,0.0,0,4871,61,0,1,Female,0
3,20,68,99.55,2635.0,9,4319,38,1,1,Male,0
2,91,70,109.5,2931.6,1,4191,21,0,1,Female,1
4,37,51,24.95,859.35,7,5461,46,1,0,Male,0
4,78,45,18.85,1826.55,0,2653,47,0,0,Male,0
3,45,35,20.2,1498.0,0,3481,64,0,0,Male,0
3,72,58,19.55,1619.94,3,4801,54,0,0,Male,0
3,56,24,70.3,1069.68,6,3359,30,1,1,Male,0
4,27,46,45.55,0.0,3,5565,50,0,1,Female,0
5,77,40,106.0,1178.4,1,5118,37,0,1,Male,0
1,90,2,49.4,49.66,0,5115,27,0,1,Female,1
3,21,67,107.05,2577.49,8,4126,67,0,1,Female,0
1,90,2,80.65,11.7,0,5586,32,1,1,Female,1
3,55,72,118.2,2627.28,0,4886,60,0,1,Male,0
5,68,30,94.4,80.1,0,4584,64,0,1,Female,0
5,28,63,20.5,2227.05,0,5997,50,0,0,Male,0
4,48,31,88.65,922.87,9,4821,46,0,1,Male,0
4,51,7,48.8,63.7,1,4785,56,1,1,Female,0
4,25,30,40.35,0.0,0,5455,23,0,1,Female,0
3,69,67,89.55,1225.43,10,6194,60,1,1,Male,0
3,74,60,19.95,995.4,0,5316,49,1,0,Male,0
4,57,61,19.1,2568.71,8,4376,21,1,0,Female,0
3,77,60,116.05,243.6,1,4734,70,0,1,Female,0
1,79,12,89.4,209.52,0,5047,36,0,1,Female,1
5,25,12,94.55,166.56,0,5674,38,0,1,Male,0
4,37,2,70.3,3.14,0,2980,51,0,1,Male,0
4,21,45,100.15,310.5,0,2636,68,0,1,Female,0
1,91,21,103.9,25.41,1,3769,57,0,1,Female,1
4,34,1,74.0,23.7,0,4148,34,0,1,Male,0
1,75,13,96.65,592.8,4,5295,54,0,1,Male,1
3,48,7,35.5,0.0,0,5124,28,0,1,Male,0
3,70,43,29.3,0.0,5,4741,44,1,1,Male,0
3,58,46,24.95,211.6,0,3979,39,0,0,Female,0
2,66,1,19.85,31.77,0,3874,32,0,0,Male,1
3,22,61,19.75,1549.4,6,6108,44,1,0,Female,0
3,44,2,44.3,47.82,0,3805,73,0,1,Female,0
1,84,41,79.9,1855.66,1,4734,42,1,1,Female,1
2,67,56,100.3,1464.4,2,5170,50,0,1,Male,1
3,73,23,93.5,416.76,0,4861,46,0,1,Female,0
4,80,70,115.15,795.2,3,4388,45,1,1,Female,0
3,80,30,66.3,494.4,1,4631,47,1,1,Female,0
3,24,1,49.8,38.21,0,2978,55,0,1,Male,0
5,55,14,31.1,0.0,0,3448,63,0,1,Male,0
1,80,27,85.25,841.59,0,5172,74,0,1,Female,1
3,53,65,105.05,2646.15,3,5313,35,0,1,Female,0
5,29,8,19.9,387.12,5,3152,26,0,0,Male,0
1,68,22,85.1,356.4,1,5248,40,0,1,Male,1
1,90,47,110.85,893.94,1,3344,42,0,1,Male,1
4,79,56,72.6,332.08,8,6357,78,1,1,Female,0
1,91,11,66.35,172.59,1,2860,62,0,1,Female,1
3,35,40,50.85,0.0,0,2819,27,1,1,Female,0
3,24,13,19.95,95.29,0,2252,34,0,0,Male,0
3,38,57,69.75,2059.98,0,4487,21,0,1,Female,0
3,29,8,60.0,374.24,0,5862,43,0,1,Female,0
2,65,47,95.05,668.34,0,5214,78,0,1,Female,1
1,91,14,89.65,106.68,1,2504,57,0,1,Female,1
3,34,52,23.05,998.92,1,4922,42,1,0,Female,0
5,74,5,44.05,54.95,0,5846,46,0,1,Female,0
3,74,47,20.15,164.03,0,2618,57,0,0,Female,0
3,22,39,99.1,356.07,6,4599,77,0,1,Female,0
3,46,42,20.0,131.88,3,3413,63,1,0,Female,0
3,73,20,68.7,650.0,0,2989,23,0,1,Male,0
3,74,66,90.95,1787.94,0,6204,20,1,1,Female,0
5,70,10,56.75,303.0,0,2037,23,0,1,Male,0
4,59,61,103.95,941.84,0,4148,21,0,1,Female,0
3,54,23,84.4,626.52,5,2177,19,1,1,Female,0
5,45,32,36.25,0.0,2,2609,48,1,1,Male,0
3,33,61,82.15,1619.55,4,4250,66,0,1,Male,0
1,91,2,44.7,82.86,0,4618,72,0,1,Male,1
3,25,23,85.6,226.32,10,3513,25,1,1,Female,0
4,46,3,80.7,71.16,5,2081,57,1,1,Female,0
3,28,20,19.5,219.4,0,5409,23,0,0,Female,0
3,79,30,51.2,0.0,1,4568,57,1,1,Female,1
1,81,71,108.05,3508.82,0,5200,30,0,1,Male,1
4,21,62,20.45,115.94,2,5746,45,1,0,Male,0
4,32,11,89.2,120.45,0,3734,60,0,1,Female,0
4,58,14,59.1,476.14,0,5718,19,0,1,Female,0
1,76,1,50.65,14.78,0,2431,26,0,1,Male,1
1,66,71,105.1,3170.86,1,5725,79,0,1,Male,1
5,78,23,25.6,587.42,1,5939,27,1,0,Female,0
2,88,19,83.65,267.71,1,3427,59,0,1,Male,1
3,65,25,25.5,592.25,1,5230,31,1,0,Male,0
3,59,9,19.85,205.11,3,5601,79,0,0,Male,0
4,33,37,45.4,0.0,1,4051,23,0,1,Female,0
4,30,33,54.6,0.0,0,5322,74,0,1,Male,0
5,63,38,95.0,150.1,0,4741,34,0,1,Male,0
3,37,71,80.1,778.87,5,6045,36,0,1,Male,0
3,40,56,25.95,2677.92,0,4246,52,0,0,Male,0
4,80,33,80.6,1150.05,0,5542,32,0,1,Male,0
4,69,21,84.1,1030.05,0,4649,46,0,1,Male,0
3,35,12,45.0,433.32,0,4998,47,0,1,Female,0
2,95,1,19.55,38.44,0,3556,27,0,0,Male,1
4,46,54,79.85,412.56,0,5166,36,0,1,Male,0
5,24,5,25.05,0.0,3,2071,40,1,1,Female,0
5,54,7,25.05,315.91,0,4868,26,0,0,Male,0
1,87,20,70.45,329.8,1,4773,47,0,1,Male,1
5,32,67,25.25,2367.78,1,5887,55,0,0,Female,0
3,26,35,19.65,640.15,1,3739,30,1,0,Female,0
4,33,69,46.25,0.0,10,4180,29,1,1,Female,0
1,68,4,79.15,147.64,0,5762,41,0,1,Female,1
4,33,23,20.4,910.57,1,4698,48,1,0,Female,0
3,52,6,70.55,183.24,0,4059,52,0,1,Female,0
5,21,34,20.1,1418.48,1,2272,43,1,0,Female,0
5,75,51,24.6,1752.36,0,4886,58,0,0,Male,0
3,66,72,102.65,2052.0,5,4680,75,0,1,Male,0
3,36,35,99.25,1274.7,0,3244,38,0,1,Female,0
3,73,3,49.9,139.71,0,5585,63,0,1,Male,1
5,55,46,19.95,617.32,0,4006,51,0,0,Male,0
4,59,20,44.35,83.0,0,3460,35,0,1,Female,0
5,39,36,19.45,1162.8,2,5745,26,1,0,Male,0
4,68,72,109.2,3170.16,4,6130,40,1,1,Female,0
3,90,1,75.35,32.82,0,5284,41,0,1,Male,1
4,50,19,19.95,362.9,0,2831,58,0,0,Male,0
4,41,45,86.1,1838.25,5,2701,67,0,1,Female,0
3,79,25,25.3,139.25,0,3779,62,0,0,Male,1
3,35,46,20.2,2112.32,1,3136,54,1,0,Male,0
4,23,24,84.85,315.12,0,2941,57,0,1,Male,0
1,93,3,75.8,15.6,0,5475,63,0,1,Female,1
3,33,17,62.1,548.59,10,3937,58,1,1,Male,0
1,83,23,99.85,872.85,1,3425,28,0,1,Male,1
3,27,12,29.35,0.0,0,3606,79,0,1,Male,0
5,27,45,107.75,1341.45,0,3301,50,0,1,Male,0
2,81,18,95.45,203.94,0,3179,71,1,1,Male,1
4,72,61,80.8,2652.28,1,4302,53,0,1,Male,0
3,75,22,25.25,571.56,9,4386,30,1,0,Female,0
4,58,72,74.4,379.44,7,5590,69,0,1,Male,0
1,69,1,45.3,39.94,0,3049,28,0,1,Female,1
3,75,5,20.45,145.75,0,3353,19,1,0,Male,0
3,70,72,112.6,1245.6,2,6486,47,1,1,Male,0
5,22,3,60.65,67.47,0,2111,43,0,1,Male,0
5,44,50,44.8,1830.5,10,6115,22,1,1,Male,0
3,84,26,83.75,933.4,1,2404,62,0,1,Male,1
1,73,4,80.85,177.12,1,2961,22,0,1,Female,1
4,54,10,20.45,375.9,0,4613,37,1,0,Male,0
2,86,8,84.5,205.84,0,2152,51,1,1,Male,1
3,25,14,50.1,507.08,0,2331,19,0,1,Female,0
3,73,3,101.55,65.58,0,4480,57,0,1,Male,1
5,22,72,19.85,246.96,0,4790,52,0,0,Male,0
